account_id,account_name,tweet_time,tweet,keyword,account_lang,fake_follower,political_bot,spammer,bot_score
1524820110900400132,@Storwd,2022-05-12 18:33:38,"RT @YIH_Arch: نوع المشروع: فيلا دورين ونص 
النمط: نيوكلاسيك
الموقع : الخبر 
مساحة الارض:  ٨٥٠ متر ٢

المواد المستخدمة: 
١- حجر

 #هندسه_معم…",['#الرياض'],ar,0.16,0.04,0.09,0.37
1524820111223398401,@lolo_155,2022-05-12 18:33:38,"RT @Water_leaks_Ray: كشف تسربات المياه بالرياض 0506003645 - مباني الرياض
شركة كشف تسربات المياه بالرياض
فحص تسربات المياه بالرياض
تقرير معت…",['#الرياض'],ar,0.46,0.17,0.13,0.73
1524822923692875778,@Nottes0,2022-05-12 18:44:49,RT @9l9ly: شغلهم كويس جدا ..,['#الرياض'],ar,0.26,0.27,0.08,0.69
1524823353189711873,@saat53,2022-05-12 18:46:31,RT @AsadCompanyRUH: #محمد_بن_سلمان #الخميس_الونيس #يوم_الجمعة #كلمه_ودك_فيها #الرياض #الاسهم_السعوديه #ساعه_استجابه #شقق #الاتفاق_الهلال #ا…,['#الرياض'],ar,0.56,0.14,0.12,0.75
1524823359577542664,@FunnyJokesforya,2022-05-12 18:46:33,"RT @d_salemalmalkSs: #صباح_الخير 

تدور بالنت عن عرض لتصحيح النظر يكون ممتاز ومع إستشاري متمكن صاحب خبرة كبيرة ومصداقية عالية...
👍اجل تراك…",['#الرياض'],ar,0.28,0.1,0.07,0.64
1524823382834958336,@wtyn50329450,2022-05-12 18:46:38,"RT @culture1978: #مساء_الخير #الخميس_الونيس قال تعالى:
🌙وممارزقناهم ينفقون🌙

⚠️تمديد شرط مديونية(اليسر)
اذا سددت في شوال يعفى من105 الف

🤏🏻…",['#الرياض'],ar,0.57,0.17,0.2,0.75
1524823743989698561,@n_a_s2011,2022-05-12 18:48:05,RT @RangerF15: الأسبوعان القادمان سيشهدان زيارات وجولات دبلوماسية سعودية عالية المستوى، وستكون #الرياض محط أنظار دول العالم بعقد صفقات بملي…,['#الرياض'],ar,0.3,0.16,0.03,0.35
1524824194328023040,@sr7chjvV4kd79v4,2022-05-12 18:49:52,"RT @YE7GLWGygQe2CPM: السلام عليكم
انا عمانيه مطلقه
٤٩ سنه مقيم في الرياض     
طولي ١٦٤
 وزني ٩٦
لوني قمحي 
ارغب في مسيار سري بالرياض
#الرياض",['#الرياض'],ar,0.54,0.06,0.17,0.86
1524825071910539267,@nooowor,2022-05-12 18:53:21,"RT @mytoys__sa: سحب على مبلغ نقدي موزع بين ثلاث فائزين 

شروط المسابقة :
- متابعة الحساب .
- رتويت لهذه التغريدة .

آخر يوم للمسابقة بتاريخ…",['#الرياض'],ar,0.47,0.48,0.21,0.42
1524825527126839297,@shariaimamu,2022-05-12 18:55:10,"RT @IMSIU_SD: #دعوة
برعاية صاحب السمو الملكي الأمير فيصل بن بندر بن عبدالعزيز أمير منطقة #الرياض تقيم #جامعة_الإمام ممثلة بـ #عمادة_شؤون_ال…",['#الرياض'],ar,0.12,0.15,0.06,0.62
1524826072466038785,@tontonrectin,2022-05-12 18:57:20,RT @AsadCompanyRUH: #محمد_بن_سلمان #الخميس_الونيس #يوم_الجمعة #كلمه_ودك_فيها #الرياض #الاسهم_السعوديه #ساعه_استجابه #شقق #الاتفاق_الهلال #ا…,['#الرياض'],ar,0.33,0.13,0.05,0.65
1524832595762200582,@dikyrevi,2022-05-12 19:23:15,"RT @Water_leaks_Ray: كشف تسربات المياه بالرياض 0506003645 - مباني الرياض
شركة كشف تسربات المياه بالرياض
فحص تسربات المياه بالرياض
تقرير معت…",['#الرياض'],ar,0.43,0.09,0.12,0.56
1524832793733304320,@Neva56034128,2022-05-12 19:24:02,"@ActionMa3Waleed بعرف بنات حق سهرات ومساج اذا تبي بنت حق سهرة تعال وتس 
نتفق 054ٍ0298426
#ابها #بقيق #الاحساء… https://t.co/VHIF5sMvli",['#الرياض'],ar,0.43,0.01,0.35,0.85
1524832813521981448,@yswgh12,2022-05-12 19:24:07,RT @Bandarhetar: بغض النظر عن الالتزام في التنفيذ، فإن موافقة #الرياض عبر مرتزقتها للجوازات الصادرة عن #صنعاء يكشف بجلاء أنهم الطرف المعرقل…,['#الرياض'],ar,0.38,0.24,0.17,0.28
1524832877686444045,@7ubun1,2022-05-12 19:24:22,RT @zajelSs: أي دلو يمتلئ الأول؟! https://t.co/6xZsI0OX98,['#الرياض'],ar,0.21,0.42,0.13,0.72
1524832889636003841,@Mooooj5555,2022-05-12 19:24:25,"RT @am1am4: (  هنا 🇸🇦 فقط تُصنع السياسة  )
#خادم_الحرمين_الشريفين
#ولي_العهد_الأمير_محمد_بن_سلمان
#المملكة_العربية_السعودية
#الرياض
#السعود…",['#الرياض'],ar,0.32,0.59,0.02,0.41
1524832896074358784,@Graphicdesign7o,2022-05-12 19:24:27,"RT @Graphicdesign7o: من #أعمالنا الاحترافية في الموشن جرافيك لجمعية الدعوة والارشاد بإمباري @dawah1111 

نعمل باحترافية ودقة عالية 👌
لأنكم…",['#الرياض'],ar,0.17,0.07,0.04,0.29
1524832904156745728,@mnsqtsh24431101,2022-05-12 19:24:29,"RT @mnsqtsh24431101: 🤗منسقة سهرات المملكة العربية السعودية🤗
#الرياض #المدينة #جدة #مكة #ابها #الدمام #جازان #نجران #تبوك #القصيم #الهفوف #ا…",['#الرياض'],ar,0.84,0.03,0.53,0.9066666666666666
1524832905729564677,@Graphicdesign7o,2022-05-12 19:24:29,"RT @Graphicdesign7o: #موشن_جرافيك من #أعمالنا المميزة لجمعية الدعوة والإرشاد بإمباري @dawah1111 

ودك تصمم موشن جرافيك احترافي؟!
تبي تكتب م…",['#الرياض'],ar,0.17,0.07,0.04,0.29
1524834858496827392,@bwsy78783394,2022-05-12 19:32:14,RT @AsadCompanyRUH: #محمد_بن_سلمان #الخميس_الونيس #يوم_الجمعة #كلمه_ودك_فيها #الرياض #الاسهم_السعوديه #ساعه_استجابه #شقق #الاتفاق_الهلال #ا…,['#الرياض'],ar,0.57,0.27,0.12,0.65
1524834862636888064,@1Duaa0,2022-05-12 19:32:15,RT @zajelSs: أي دلو يمتلئ الأول؟! https://t.co/6xZsI0OX98,['#الرياض'],ar,0.28,0.35,0.24,0.8
1524834882668613661,@bwsy78783394,2022-05-12 19:32:20,"RT @culture1978: #مساء_الخير #الخميس_الونيس قال تعالى:
🌙وممارزقناهم ينفقون🌙

⚠️تمديد شرط مديونية(اليسر)
اذا سددت في شوال يعفى من105 الف

🤏🏻…",['#الرياض'],ar,0.57,0.27,0.11,0.65
1524834912813166595,@ei0ii,2022-05-12 19:32:27,RT @islaamkhaled: شغلهم كويس جدا ..ّّ,['#الرياض'],ar,0.2,0.23,0.13,0.39
1524834918332870656,@KH_KDK,2022-05-12 19:32:29,"RT @Forsan_UAE: معالي الشيخ #عبدالله_بن_بيه يشيد بدور #السعودية في نشر قيم السلام حول العالم، وذلك في كلمة ألقاها في الجلسة الافتتاحية لـ""#…",['#الرياض'],ar,0.29,0.16,0.0,0.35
1524836858932383766,@ali58624552,2022-05-12 19:40:11,"RT @AlmnsqhL: #نجران_الان #عرعر_الآن #جدة_اف_ام #الرياض #معصيتيي__راحتيي 
الان تنسيق سهرات ممتعة وودلع 🔞🔥
حجز جلسات مساج للجسم كامل ✅🔞
تواص…",['#الرياض'],ar,0.62,0.13,0.33,0.62
1524836868931600384,@AlkhaleejOnline,2022-05-12 19:40:14,"مباحثات سعودية عراقية تتطرق لمحادثات #الرياض و #طهران

https://t.co/ZNePIGWHa1

| #الخليج_أونلاين #السعودية #العراق… https://t.co/yUcfDETqF8",['#الرياض'],ar,0.13,0.03,0.01,0.86
1524836947528663043,@KhaledAlbloosh,2022-05-12 19:40:33,"RT @Forsan_UAE: معالي الشيخ #عبدالله_بن_بيه يشيد بدور #السعودية في نشر قيم السلام حول العالم، وذلك في كلمة ألقاها في الجلسة الافتتاحية لـ""#…",['#الرياض'],ar,0.19,0.21,0.02,0.32
1524837001341587463,@brafw13,2022-05-12 19:40:45,"RT @Water_leaks_Ray: كشف تسربات المياه بالرياض 0506003645 - مباني الرياض
شركة كشف تسربات المياه بالرياض
فحص تسربات المياه بالرياض
تقرير معت…",['#الرياض'],ar,0.45,0.24,0.23,0.73
1524837019771449345,@albhire,2022-05-12 19:40:50,"RT @Forsan_UAE: معالي الشيخ #عبدالله_بن_بيه يشيد بدور #السعودية في نشر قيم السلام حول العالم، وذلك في كلمة ألقاها في الجلسة الافتتاحية لـ""#…",['#الرياض'],ar,0.04,0.12,0.0,0.17
1524837021470052365,@LinkedinSaudi,2022-05-12 19:40:50,"ستاربكس يعلن عن #وظائف_شاغرة للجنسين
مدير
مساعد مدير
مشرف
باريستا

#وظائف || #ليله_الجمعه || #قياده_المراه… https://t.co/3jcm98LOJ6",['#الرياض'],ar,0.48,0.1,0.22,0.79
1524837035806171136,@ratel_42,2022-05-12 19:40:54,"RT @culture1978: #مساء_الخير #الخميس_الونيس قال تعالى:
🌙وممارزقناهم ينفقون🌙

⚠️تمديد شرط مديونية(اليسر)
اذا سددت في شوال يعفى من105 الف

🤏🏻…",['#الرياض'],ar,0.4,0.15,0.07,0.74
1524837067225714688,@Reemsa_tw,2022-05-12 19:41:01,"ستاربكس يعلن عن #وظائف_شاغرة للجنسين
مدير
مساعد مدير
مشرف
باريستا

#وظائف || #ليله_الجمعه || #قياده_المراه… https://t.co/rKfJ3sUbAO",['#الرياض'],ar,0.55,0.09,0.29,0.78
1524837087517757465,@MhdZahrani,2022-05-12 19:41:06,RT @zajelSs: أي دلو يمتلئ الأول؟! https://t.co/6xZsI0OX98,['#الرياض'],ar,0.22,0.18,0.06,0.78
1524837110833893393,@TRTSAUDI,2022-05-12 19:41:11,"ستاربكس يعلن عن #وظائف_شاغرة للجنسين
مدير
مساعد مدير
مشرف
باريستا

#وظائف || #ليله_الجمعه || #قياده_المراه… https://t.co/nJ61Z5855U",['#الرياض'],ar,0.5,0.1,0.2,0.82
1524837151573016577,@TYTSAUDI,2022-05-12 19:41:21,"ستاربكس يعلن عن #وظائف_شاغرة للجنسين
مدير
مساعد مدير
مشرف
باريستا

#وظائف || #ليله_الجمعه || #قياده_المراه… https://t.co/oCVXPzDlM2",['#الرياض'],ar,0.28,0.12,0.26,0.57
1524837158783426560,@BilalAn79539890,2022-05-12 19:41:23,"احتاج سواقين من الهند
سواق جديد راتب ١٤٠٠ مع الاكل🚘🚦
سواق قديم راتب ١٧٠٠ مع الاكل🚦
وتكاليف مكتب مبلغ ١٥٠٠ ريال. 
ال… https://t.co/fghcDz8jzN",['#الرياض'],und,0.65,0.36,0.27,0.7
1524837194426372129,@Mido05888829,2022-05-12 19:41:31,RT @ReoZADDY: وهالعسكريمهه لمين؟☺️🍦 #معصيتي_راحتي #سالب #موجب #مبادل #محنه #فحل #ديوث #كلب #الرياض #القصيم #جده #الدمام هات رتويت وخش ♥️ ht…,['#الرياض'],ar,0.84,0.05,0.35,0.84
1524837198020939778,@ali58624552,2022-05-12 19:41:32,"RT @AlmnsqhL: #الخميس_الونيس #جدة #الرياض #مكة 

تنسيق سهرات ممتعة💋🔥+جلسات مساج 
التواصل واتس للجاد فقط

https://t.co/krJ1fDcTrL https://t.…",['#الرياض'],ar,0.62,0.14,0.33,0.62
1524837201074348032,@JopsRr,2022-05-12 19:41:33,"ستاربكس يعلن عن #وظائف_شاغرة للجنسين
مدير
مساعد مدير
مشرف
باريستا

#وظائف || #ليله_الجمعه || #قياده_المراه… https://t.co/KgmBpJzqDo",['#الرياض'],ar,0.31,0.11,0.23,0.4
1524837201737043981,@rymaaaaa8,2022-05-12 19:41:33,"RT @culture1978: #مساء_الخير #الخميس_الونيس قال تعالى:
🌙وممارزقناهم ينفقون🌙

⚠️تمديد شرط مديونية(اليسر)
اذا سددت في شوال يعفى من105 الف

🤏🏻…",['#الرياض'],ar,0.42,0.21,0.12,0.69
1524837211161735168,@rymaaaaa8,2022-05-12 19:41:35,"RT @d_salemalmalkSs: ليش تضييع الوقت والانتظار !؟
صحح نظرك مع #دسالم_المالكي

 * استشاري عيون تخصص #تصحيح_نظر (ليزك_ليزر)والقرنيه 
*خبره اك…",['#الرياض'],ar,0.42,0.21,0.12,0.69
1524837230413496320,@8i0ill_1988,2022-05-12 19:41:40,"RT @AlkhaleejOnline: مباحثات سعودية عراقية تتطرق لمحادثات #الرياض و #طهران

https://t.co/ZNePIGWHa1

| #الخليج_أونلاين #السعودية #العراق #إ…",['#الرياض'],ar,0.08,0.16,0.0,0.09
1524837234972708900,@Nowara2021,2022-05-12 19:41:41,"RT @OKAZ_online: كبار علماء المسلمين في #الرياض لعقد أهم حدث ديني دولي
انطلاق أعمال ملتقى «القيم المشتركة بين أتباع الأديان» 
#عكاظ 
#ان_تك…",['#الرياض'],ar,0.14,0.35,0.04,0.2
1524837236855951375,@Hellofriendag,2022-05-12 19:41:42,"من يبي نجلخ كام زب تو زب يجي خاص 
#معصيتي_رlحتي #موجب_الرياض #موجب_الرياض_سالب_الرياض_مبادل_الرياض #مبادل_الرياض… https://t.co/JPKBFVPJSI",['#الرياض'],ar,0.47,0.02,0.43,0.72
1524837272343957516,@abwfhd11174785,2022-05-12 19:41:50,"RT @culture1978: #مساء_الخير #الخميس_الونيس قال تعالى:
🌙وممارزقناهم ينفقون🌙

⚠️تمديد شرط مديونية(اليسر)
اذا سددت في شوال يعفى من105 الف

🤏🏻…",['#الرياض'],ar,0.53,0.22,0.2,0.71
1524837282800357385,@abwfhd11174785,2022-05-12 19:41:52,"RT @d_salemalmalkSs: ليش تضييع الوقت والانتظار !؟
صحح نظرك مع #دسالم_المالكي

 * استشاري عيون تخصص #تصحيح_نظر (ليزك_ليزر)والقرنيه 
*خبره اك…",['#الرياض'],ar,0.52,0.23,0.19,0.71
1524837305713934336,@hnoa1233,2022-05-12 19:41:58,RT @AsadCompanyRUH: #محمد_بن_سلمان #الخميس_الونيس #يوم_الجمعة #كلمه_ودك_فيها #الرياض #الاسهم_السعوديه #ساعه_استجابه #شقق #الاتفاق_الهلال #ا…,['#الرياض'],ar,0.36,0.15,0.08,0.76
1524837367269445646,@mahthoof_,2022-05-12 19:42:13,"مين تبي اشم رجلينها الحين في #الرياض بالسيارة؟ 👠 #

#عمه #عمه_متسلطه",['#الرياض'],ar,0.54,0.02,0.51,0.66
1524837459967758342,@makskskshhj,2022-05-12 19:42:35,"RT @0llt5_: شركة غسيل كنب بالرياض ,ازالة اصعب البقع الموجوده في الكنب باستخدام افضل المنظفات العالميه #الرياض
تنظيف موكيت
غسيل مجالس
تنظيف…",['#الرياض'],ar,0.92,0.24,0.24,0.92
1524837464153669632,@nUJHPhIhDq28B6B,2022-05-12 19:42:36,"RT @AlmnsqhL: #الخميس_الونيس #جدة #الرياض #مكة 

تنسيق سهرات ممتعة💋🔥+جلسات مساج 
التواصل واتس للجاد فقط

https://t.co/krJ1fDcTrL https://t.…",['#الرياض'],ar,0.6,0.07,0.28,0.6
1524837470319300625,@makskskshhj,2022-05-12 19:42:37,"RT @0llt5_: شركة تنظيف مكيفات بالرياض ,غسيل الوحده الداخليه والخارجيه وتسليك صرف المكيف بافضل الاسعار #الرياض
تنظيف المكيفات الاسبليت
نظافة…",['#الرياض'],ar,0.92,0.24,0.24,0.92
1524837478850514952,@makskskshhj,2022-05-12 19:42:39,"RT @0llt5_: شركة تنظيف شقق بالرياض ,نقدم لكم خدمات مميزه في الشقق المفروشه والفاضية عزاب وعوائل #الرياض
تنظيف الشبابيك
تنظيف المكيفات
جلي ا…",['#الرياض'],ar,0.92,0.24,0.24,0.92
1524837489566961674,@makskskshhj,2022-05-12 19:42:42,"RT @0llt5_: شركة تنظيف فلل بالرياض ,نقدم لكم جميع خدمات تنظيف الفلل مفروشه او فاضيه جديده او مستخدمه #الرياض
تنظيف الواجهات
تنظيف الشبابيك…",['#الرياض'],ar,0.92,0.24,0.24,0.92
1524837530411098113,@nUJHPhIhDq28B6B,2022-05-12 19:42:52,"RT @AlmnsqhL: #الخبر_الان #صباح_الخير #جده_lلان #الرياض 

تنسيق سهرات وجلسات مساج 🔥🔥🔥
تواصل واتساب للتنسيقات الجادة والصادقة//https://t.co/…",['#الرياض'],ar,0.6,0.07,0.28,0.6
1524837533812674571,@nansy648199472,2022-05-12 19:42:52,"RT @d_salemalmalkSs: ليش تضييع الوقت والانتظار !؟
صحح نظرك مع #دسالم_المالكي

 * استشاري عيون تخصص #تصحيح_نظر (ليزك_ليزر)والقرنيه 
*خبره اك…",['#الرياض'],ar,0.38,0.13,0.09,0.8
1524837563856560128,@makskskshhj,2022-05-12 19:42:59,RT @AsadCompanyRUH: #محمد_بن_سلمان #الخميس_الونيس #يوم_الجمعة #كلمه_ودك_فيها #الرياض #الاسهم_السعوديه #ساعه_استجابه #شقق #الاتفاق_الهلال #ا…,['#الرياض'],ar,0.92,0.24,0.24,0.92
1524837602204930048,@Rody42101906,2022-05-12 19:43:09,"RT @hna92019099: صباح الخير 🇸🇦💛 #الرياض 
عزيزي العميل نقدم لكم خدمه تنظيف بالرياض 👨‍🚒💯
تنظيف فلل "" تنظيف مكيفات "" منازل
غسيل ؛ سجاد "" موكيت…",['#الرياض'],ar,0.52,0.17,0.24,0.75
1524838447625682945,@Your_healthy_,2022-05-12 19:46:30,"RT @E7tekam_Info: اعلانات الاطباء خصوصا الاسنان والتجميل عليها قيود كبيرة
وقف الحساب الاعلاني او رفض الاعلان المتكرر علي #سناب_شات
الحل في…",['#الرياض'],ar,0.2,0.22,0.07,0.71
1524839178252472336,@As3B_ALa7sas,2022-05-12 19:49:24,"فلة للبيع في ظهرة لبن - الرياض بسعر 2070000 ريال سعودي
https://t.co/NAb2T8bfGH
#مستعمل #عقار #عقارات #فلل #ظهرة_لبن… https://t.co/TYUg8nv0Sj",['#الرياض'],ar,0.36,0.09,0.06,0.2
1524839185349234719,@Adbiyatt,2022-05-12 19:49:26,RT @islaamkhaled: شغلهم ممتاز ما شاء الله ّّ,['#الرياض'],ar,0.22,0.25,0.16,0.65
1524839229771108372,@Reemsa_tw,2022-05-12 19:49:37,"RT @SAUDI_JB: 🟢|#وظائف_شاغرة لحملة البكالوريوس واعلى للجنسين 

الشركة الوطنية للإسكان تعلن وظائف إدارية وتقنية شاغرة في مدينة #الرياض

للتق…",['#الرياض'],ar,0.55,0.1,0.27,0.8
1524839234871382021,@roomyy43,2022-05-12 19:49:38,RT @AsadCompanyRUH: #محمد_بن_سلمان #الخميس_الونيس #يوم_الجمعة #كلمه_ودك_فيها #الرياض #الاسهم_السعوديه #ساعه_استجابه #شقق #الاتفاق_الهلال #ا…,['#الرياض'],ar,0.45,0.25,0.3,0.71
1524839268987850753,@jody_naser,2022-05-12 19:49:46,RT @AsadCompanyRUH: #محمد_بن_سلمان #الخميس_الونيس #يوم_الجمعة #كلمه_ودك_فيها #الرياض #الاسهم_السعوديه #ساعه_استجابه #شقق #الاتفاق_الهلال #ا…,['#الرياض'],ar,0.42,0.17,0.17,0.75
1524839288009019393,@jody_naser,2022-05-12 19:49:51,"RT @culture1978: #مساء_الخير #الخميس_الونيس قال تعالى:
🌙وممارزقناهم ينفقون🌙

⚠️تمديد شرط مديونية(اليسر)
اذا سددت في شوال يعفى من105 الف

🤏🏻…",['#الرياض'],ar,0.42,0.17,0.16,0.78
1524839306820472834,@Adbiyatt,2022-05-12 19:49:55,"RT @E7tekam_Info: اعلانات الاطباء خصوصا الاسنان والتجميل عليها قيود كبيرة
وقف الحساب الاعلاني او رفض الاعلان المتكرر علي #سناب_شات
الحل في…",['#الرياض'],ar,0.22,0.25,0.16,0.65
1524839309743902746,@roomyy43,2022-05-12 19:49:56,"RT @0llt5_: شركة تنظيف فلل بالرياض ,نقدم لكم جميع خدمات تنظيف الفلل مفروشه او فاضيه جديده او مستخدمه #الرياض
تنظيف الواجهات
تنظيف الشبابيك…",['#الرياض'],ar,0.45,0.23,0.33,0.72
1524839315733368832,@roomyy43,2022-05-12 19:49:57,"RT @0llt5_: شركة تنظيف شقق بالرياض ,نقدم لكم خدمات مميزه في الشقق المفروشه والفاضية عزاب وعوائل #الرياض
تنظيف الشبابيك
تنظيف المكيفات
جلي ا…",['#الرياض'],ar,0.45,0.23,0.33,0.72
1524839316064718875,@YouDoFo1,2022-05-12 19:49:57,"ارفعك من الكنبه وجلسك بحضني ابوس كتفك وادلعك هذي الوضعيه الي اعشقها 🤤🤤😭🔥
#معصيتي_راحتي #ديوث_بدوي #سالب #كلب #عم… https://t.co/VcWHWrMmFE",['#الرياض'],ar,0.87,0.01,0.68,0.8966666666666666
1524840077423169552,@EkRgnb,2022-05-12 19:52:59,RT @AlArabiya_KSA: #نشرة_الرابعة | مدرسة Downe House البريطانية العريقة تفتح أول فرع لها في السعودية في مدينة #الرياض https://t.co/d2kAufu3…,['#الرياض'],ar,0.06,0.05,0.02,0.23
1524840086860353547,@islaamkhaled,2022-05-12 19:53:01,"RT @Eidalsawy222: الحرص على تنظيف فلاتر المكيفات بشكل منتظم؛ يمكن الوحدة من التبريد بشكل أفضل ويساهم في توفير الطاقة. 
الرشيدي 
#صيانه #نظا…",['#الرياض'],ar,0.15,0.12,0.05,0.53
1524840102777737222,@feverdose,2022-05-12 19:53:05,"RT @Eidalsawy222: الحرص على تنظيف فلاتر المكيفات بشكل منتظم؛ يمكن الوحدة من التبريد بشكل أفضل ويساهم في توفير الطاقة. 
الرشيدي 
#صيانه #نظا…",['#الرياض'],ar,0.54,0.48,0.16,0.72
1524840112458190876,@artalri,2022-05-12 19:53:07,RT @AsadCompanyRUH: #محمد_بن_سلمان #الخميس_الونيس #يوم_الجمعة #كلمه_ودك_فيها #الرياض #الاسهم_السعوديه #ساعه_استجابه #شقق #الاتفاق_الهلال #ا…,['#الرياض'],ar,0.38,0.1,0.19,0.74
1524840136986480642,@artalri,2022-05-12 19:53:13,"RT @culture1978: #مساء_الخير #الخميس_الونيس قال تعالى:
🌙وممارزقناهم ينفقون🌙

⚠️تمديد شرط مديونية(اليسر)
اذا سددت في شوال يعفى من105 الف

🤏🏻…",['#الرياض'],ar,0.37,0.1,0.18,0.75
1524840205924061206,@allrrohh,2022-05-12 19:53:29,"RT @d_salemalmalkSs: ليش تضييع الوقت والانتظار !؟
صحح نظرك مع #دسالم_المالكي

 * استشاري عيون تخصص #تصحيح_نظر (ليزك_ليزر)والقرنيه 
*خبره اك…",['#الرياض'],ar,0.33,0.15,0.07,0.64
1524840225071058958,@adidas_bkn,2022-05-12 19:53:34,"RT @Eidalsawy222: الحرص على تنظيف فلاتر المكيفات بشكل منتظم؛ يمكن الوحدة من التبريد بشكل أفضل ويساهم في توفير الطاقة. 
الرشيدي 
#صيانه #نظا…",['#الرياض'],ar,0.23,0.17,0.16,0.62
1524840227436900352,@BilalAn79539890,2022-05-12 19:53:35,"السلام عليكم 
هلابكم
متوفر عمال الهند
#ليلة_الجمعة
#كهربايين_سيارات 
#سايقين_خاص
#سايقين_شاحنات
#عامل_مطعم… https://t.co/kaxYiaQXeu",['#الرياض'],und,0.64,0.35,0.26,0.72
1524840231291199490,@Rmooooo1980,2022-05-12 19:53:35,RT @Baderstud: تعلن اكاديمية بدر للفروسية بـ #الرياض #الجنادرية عن اقامة دورة #تأسيسية لركوب #الخيل بشهادة معتمدة وذلك يوم الاحد القادم ١٤…,['#الرياض'],ar,0.3,0.36,0.01,0.3
1524841533949759516,@BlaLdht,2022-05-12 19:58:46,@sna095215731 تحبي تتعلمي طريقة تفتحي بها خرقك وتكوني محترفة كانك ممثلة سكس ويروح الوجع وتتعودي على المتعة تعالي بك… https://t.co/mwkAfPfvzJ,['#الرياض'],ar,0.64,0.01,0.29,0.82
1524842441379041299,@3shqz,2022-05-12 20:02:22,"RT @Water_leaks_Ray: كشف تسربات المياه بالرياض 0506003645 - مباني الرياض
شركة كشف تسربات المياه بالرياض
فحص تسربات المياه بالرياض
تقرير معت…",['#الرياض'],ar,0.39,0.15,0.09,0.74
1524843359310860311,@Sa9ah__777,2022-05-12 20:06:01,"RT @Clinics_DrSalem: #صباح_الخير #الرياض 

ناوي تدخل العسكرية وتبغى تسوي عملية تصحيح نظر
عيادات د.سالم المالكي عندها عرض جباااار لايفوتك
@D…",['#الرياض'],ar,0.44,0.29,0.07,0.68
